open,close,high,low,value,volume,begin,end
183.92,183.9,183.92,183.9,123962.06,674,2025-09-09 10:22:00,2025-09-09 10:22:59
183.9,183.92,183.92,183.86,123959.64,674,2025-09-09 10:23:00,2025-09-09 10:23:59
183.86,183.92,183.92,183.86,4780.42,26,2025-09-09 10:24:00,2025-09-09 10:24:59
183.92,183.92,183.92,183.92,183.92,1,2025-09-09 10:25:00,2025-09-09 10:25:59
183.92,183.86,183.92,183.86,119725.92,651,2025-09-09 10:26:00,2025-09-09 10:26:59
183.92,183.9,183.92,183.9,1287.4,7,2025-09-09 10:28:00,2025-09-09 10:28:59
183.9,183.9,183.9,183.84,9008.48,49,2025-09-09 10:29:00,2025-09-09 10:29:59
183.9,183.9,183.9,183.84,1838.88,10,2025-09-09 10:30:00,2025-09-09 10:30:59
183.84,183.88,183.9,183.84,3125.6000000000004,17,2025-09-09 10:31:00,2025-09-09 10:31:59
183.88,183.88,183.88,183.84,18387.4,100,2025-09-09 10:32:00,2025-09-09 10:32:59
183.88,183.88,183.88,183.84,33833.8,184,2025-09-09 10:33:00,2025-09-09 10:33:59
183.88,183.88,183.88,183.84,62516.31999999999,340,2025-09-09 10:34:00,2025-09-09 10:34:59
183.88,183.84,183.88,183.82,178131.03999999998,969,2025-09-09 10:35:00,2025-09-09 10:35:59
183.82,183.82,183.82,183.82,6249.88,34,2025-09-09 10:36:00,2025-09-09 10:36:59
183.84,183.88,183.88,183.82,59940.72,326,2025-09-09 10:37:00,2025-09-09 10:37:59
183.88,183.88,183.88,183.88,12503.840000000002,68,2025-09-09 10:38:00,2025-09-09 10:38:59
183.88,183.82,183.88,183.82,2573.84,14,2025-09-09 10:39:00,2025-09-09 10:39:59
183.88,183.88,183.88,183.88,10481.16,57,2025-09-09 10:40:00,2025-09-09 10:40:59
183.82,183.86,183.88,183.82,132739.75999999998,722,2025-09-09 10:41:00,2025-09-09 10:41:59
183.84,183.82,183.84,183.82,5147.2,28,2025-09-09 10:42:00,2025-09-09 10:42:59
183.82,183.82,183.82,183.82,183.82,1,2025-09-09 10:43:00,2025-09-09 10:43:59
183.82,183.82,183.84,183.82,8455.82,46,2025-09-09 10:44:00,2025-09-09 10:44:59
183.84,183.84,183.84,183.84,735.36,4,2025-09-09 10:45:00,2025-09-09 10:45:59
183.84,183.82,183.84,183.82,129606.40000000001,705,2025-09-09 10:46:00,2025-09-09 10:46:59
183.84,183.84,183.84,183.74,868336.72,4725,2025-09-09 10:47:00,2025-09-09 10:47:59
183.76,183.76,183.76,183.76,4777.76,26,2025-09-09 10:48:00,2025-09-09 10:48:59
183.76,183.82,183.82,183.76,19111.1,104,2025-09-09 10:49:00,2025-09-09 10:49:59
183.82,183.82,183.82,183.82,10845.38,59,2025-09-09 10:50:00,2025-09-09 10:50:59
183.76,183.8,183.82,183.76,10661.36,58,2025-09-09 10:51:00,2025-09-09 10:51:59
183.8,183.8,183.8,183.78,45398.50000000001,247,2025-09-09 10:52:00,2025-09-09 10:52:59
183.82,183.84,183.84,183.82,251669.24,1369,2025-09-09 10:53:00,2025-09-09 10:53:59
183.8,183.84,183.84,183.8,26840.559999999998,146,2025-09-09 10:54:00,2025-09-09 10:54:59
183.84,183.84,183.84,183.76,191326.06,1041,2025-09-09 10:55:00,2025-09-09 10:55:59
183.84,183.84,183.84,183.84,2022.24,11,2025-09-09 10:56:00,2025-09-09 10:56:59
183.84,183.76,183.84,183.76,6618.08,36,2025-09-09 10:57:00,2025-09-09 10:57:59
183.84,183.84,183.84,183.76,315101.68,1714,2025-09-09 10:58:00,2025-09-09 10:58:59
183.84,183.84,183.84,183.76,6250.08,34,2025-09-09 10:59:00,2025-09-09 10:59:59
183.88,183.88,183.88,183.88,551.64,3,2025-09-10 09:59:00,2025-09-10 09:59:59
183.88,183.62,183.9,183.44,431486.8800000001,2348,2025-09-10 10:00:00,2025-09-10 10:00:59
183.86,183.64,183.86,183.6,532820.98,2902,2025-09-10 10:01:00,2025-09-10 10:01:59
183.84,183.66,183.84,183.64,136349.14,742,2025-09-10 10:02:00,2025-09-10 10:02:59
183.76,183.76,183.76,183.76,367.52,2,2025-09-10 10:03:00,2025-09-10 10:03:59
183.76,183.7,183.76,183.7,3307.26,18,2025-09-10 10:04:00,2025-09-10 10:04:59
183.68,183.7,183.7,183.68,162373.32,884,2025-09-10 10:05:00,2025-09-10 10:05:59
183.68,183.72,183.72,183.62,1910556.0999999999,10400,2025-09-10 10:06:00,2025-09-10 10:06:59
183.72,183.8,183.8,183.68,1926599.6999999995,10484,2025-09-10 10:07:00,2025-09-10 10:07:59
183.8,183.78,183.8,183.76,9189.02,50,2025-09-10 10:08:00,2025-09-10 10:08:59
183.76,183.8,183.8,183.76,205850.69999999998,1120,2025-09-10 10:09:00,2025-09-10 10:09:59
183.78,183.8,183.8,183.78,38597.880000000005,210,2025-09-10 10:10:00,2025-09-10 10:10:59
183.8,183.8,183.8,183.8,37495.2,204,2025-09-10 10:11:00,2025-09-10 10:11:59
183.8,183.8,183.8,183.8,2757.0000000000005,15,2025-09-10 10:12:00,2025-09-10 10:12:59
183.8,183.76,183.8,183.76,13233.52,72,2025-09-10 10:13:00,2025-09-10 10:13:59
183.8,183.8,183.8,183.8,1102.8000000000002,6,2025-09-10 10:14:00,2025-09-10 10:14:59
183.8,183.76,183.8,183.76,3123.96,17,2025-09-10 10:15:00,2025-09-10 10:15:59
183.76,183.8,183.8,183.76,34916.48,190,2025-09-10 10:16:00,2025-09-10 10:16:59
183.8,183.76,183.8,183.76,1102.74,6,2025-09-10 10:17:00,2025-09-10 10:17:59
183.76,183.76,183.76,183.76,74606.56,406,2025-09-10 10:18:00,2025-09-10 10:18:59
183.74,183.74,183.74,183.74,61369.16,334,2025-09-10 10:19:00,2025-09-10 10:19:59
183.74,183.72,183.74,183.72,4226.0,23,2025-09-10 10:20:00,2025-09-10 10:20:59
183.72,183.68,183.72,183.68,5511.56,30,2025-09-10 10:21:00,2025-09-10 10:21:59
183.68,183.72,183.74,183.68,58611.340000000004,319,2025-09-10 10:22:00,2025-09-10 10:22:59
183.74,183.7,183.74,183.7,10103.880000000001,55,2025-09-10 10:23:00,2025-09-10 10:23:59
183.7,183.72,183.72,183.7,918.54,5,2025-09-10 10:24:00,2025-09-10 10:24:59
183.72,183.72,183.72,183.7,161857.28,881,2025-09-10 10:25:00,2025-09-10 10:25:59
183.72,183.7,183.72,183.7,367.41999999999996,2,2025-09-10 10:26:00,2025-09-10 10:26:59
183.72,183.72,183.72,183.72,367.44,2,2025-09-10 10:27:00,2025-09-10 10:27:59
183.72,183.68,183.72,183.68,164229.41999999998,894,2025-09-10 10:28:00,2025-09-10 10:28:59
183.7,183.72,183.72,183.7,2755.7799999999997,15,2025-09-10 10:30:00,2025-09-10 10:30:59
183.72,183.72,183.72,183.72,15432.48,84,2025-09-10 10:31:00,2025-09-10 10:31:59
183.72,183.72,183.72,183.7,13778.98,75,2025-09-10 10:32:00,2025-09-10 10:32:59
183.72,183.72,183.72,183.68,405102.20000000007,2205,2025-09-10 10:33:00,2025-09-10 10:33:59
183.72,183.72,183.72,183.68,90206.23999999999,491,2025-09-10 10:34:00,2025-09-10 10:34:59
183.72,183.72,183.72,183.72,183.72,1,2025-09-10 10:35:00,2025-09-10 10:35:59
183.72,183.72,183.72,183.72,8818.56,48,2025-09-10 10:36:00,2025-09-10 10:36:59
183.72,183.7,183.72,183.7,83041.3,452,2025-09-10 10:37:00,2025-09-10 10:37:59
183.72,183.72,183.72,183.7,66868.18000000001,364,2025-09-10 10:38:00,2025-09-10 10:38:59
183.72,183.72,183.72,183.72,144587.63999999998,787,2025-09-10 10:39:00,2025-09-10 10:39:59
183.72,183.72,183.72,183.72,2755.7999999999997,15,2025-09-10 10:40:00,2025-09-10 10:40:59
183.7,183.7,183.74,183.7,215314.37999999998,1172,2025-09-10 10:41:00,2025-09-10 10:41:59
183.74,183.74,183.74,183.72,14515.439999999999,79,2025-09-10 10:42:00,2025-09-10 10:42:59
183.74,183.74,183.74,183.74,5512.2,30,2025-09-10 10:43:00,2025-09-10 10:43:59
183.74,183.72,183.74,183.72,9370.72,51,2025-09-10 10:44:00,2025-09-10 10:44:59
183.74,183.7,183.74,183.7,185356.3,1009,2025-09-10 10:45:00,2025-09-10 10:45:59
183.7,183.7,183.7,183.7,385402.6,2098,2025-09-10 10:46:00,2025-09-10 10:46:59
183.7,183.72,183.72,183.7,102697.14,559,2025-09-10 10:47:00,2025-09-10 10:47:59
183.72,183.68,183.72,183.68,177070.99999999977,964,2025-09-10 10:48:00,2025-09-10 10:48:59
183.72,183.7,183.72,183.7,3674.2,20,2025-09-10 10:49:00,2025-09-10 10:49:59
183.7,183.7,183.72,183.7,26452.860000000004,144,2025-09-10 10:50:00,2025-09-10 10:50:59
183.7,183.72,183.72,183.7,1469.72,8,2025-09-10 10:51:00,2025-09-10 10:51:59
183.72,183.7,183.72,183.7,56763.899999999994,309,2025-09-10 10:52:00,2025-09-10 10:52:59
183.68,183.7,183.7,183.68,35266.76,192,2025-09-10 10:53:00,2025-09-10 10:53:59
183.7,183.7,183.7,183.7,76235.5,415,2025-09-10 10:54:00,2025-09-10 10:54:59
183.7,183.7,183.7,183.7,20207.0,110,2025-09-10 10:55:00,2025-09-10 10:55:59
183.7,183.68,183.7,183.68,10654.56,58,2025-09-10 10:56:00,2025-09-10 10:56:59
183.7,183.68,183.7,183.68,30490.96,166,2025-09-10 10:57:00,2025-09-10 10:57:59
183.66,183.68,183.68,183.66,1836.78,10,2025-09-10 10:58:00,2025-09-10 10:58:59
183.68,183.66,183.68,183.66,16529.54,90,2025-09-10 10:59:00,2025-09-10 10:59:59
183.68,183.68,183.68,183.68,1836.8,10,2025-09-11 09:59:00,2025-09-11 09:59:59
183.7,183.58,183.92,182.92,555653.68,3030,2025-09-11 10:00:00,2025-09-11 10:00:59
183.58,183.5,183.58,183.5,38361.34000000001,209,2025-09-11 10:01:00,2025-09-11 10:01:59
183.5,183.5,183.5,183.5,367.0,2,2025-09-11 10:02:00,2025-09-11 10:02:59
183.5,183.58,183.58,183.5,5323.58,29,2025-09-11 10:03:00,2025-09-11 10:03:59
183.5,183.58,183.58,183.5,17433.3,95,2025-09-11 10:04:00,2025-09-11 10:04:59
183.5,183.5,183.5,183.5,57802.5,315,2025-09-11 10:05:00,2025-09-11 10:05:59
183.58,183.44,183.58,183.44,107141.06,584,2025-09-11 10:07:00,2025-09-11 10:07:59
183.58,183.58,183.58,183.44,48061.700000000004,262,2025-09-11 10:08:00,2025-09-11 10:08:59
183.48,183.48,183.58,183.46,17245.5,94,2025-09-11 10:09:00,2025-09-11 10:09:59
183.56,183.58,183.58,183.56,2019.2599999999998,11,2025-09-11 10:10:00,2025-09-11 10:10:59
183.58,183.58,183.58,183.58,367.16,2,2025-09-11 10:11:00,2025-09-11 10:11:59
183.52,183.84,183.86,183.52,4902664.06,26674,2025-09-11 10:12:00,2025-09-11 10:12:59
183.58,183.84,183.84,183.58,67469.02,367,2025-09-11 10:13:00,2025-09-11 10:13:59
183.6,183.82,183.84,183.6,40073.76,218,2025-09-11 10:14:00,2025-09-11 10:14:59
183.7,183.82,183.82,183.7,15991.86,87,2025-09-11 10:15:00,2025-09-11 10:15:59
183.8,183.7,183.82,183.7,22785.800000000003,124,2025-09-11 10:16:00,2025-09-11 10:16:59
183.8,183.8,183.8,183.8,2389.4,13,2025-09-11 10:17:00,2025-09-11 10:17:59
183.78,183.8,183.8,183.74,25725.98,140,2025-09-11 10:18:00,2025-09-11 10:18:59
183.8,183.8,183.8,183.8,38414.200000000004,209,2025-09-11 10:19:00,2025-09-11 10:19:59
183.8,183.74,183.8,183.74,551.28,3,2025-09-11 10:20:00,2025-09-11 10:20:59
183.8,183.84,183.84,183.8,169113.16,920,2025-09-11 10:21:00,2025-09-11 10:21:59
183.84,183.86,183.86,183.84,148370.04,807,2025-09-11 10:22:00,2025-09-11 10:22:59
183.84,183.86,183.86,183.84,347863.08,1892,2025-09-11 10:23:00,2025-09-11 10:23:59
183.86,183.86,183.86,183.86,551.58,3,2025-09-11 10:24:00,2025-09-11 10:24:59
183.76,183.78,183.78,183.76,5696.66,31,2025-09-11 10:25:00,2025-09-11 10:25:59
183.84,183.86,183.86,183.84,18753.2,102,2025-09-11 10:26:00,2025-09-11 10:26:59
183.84,183.8,183.84,183.78,11212.74,61,2025-09-11 10:27:00,2025-09-11 10:27:59
183.8,183.86,183.86,183.8,184031.66,1001,2025-09-11 10:28:00,2025-09-11 10:28:59
183.78,183.78,183.78,183.78,183.78,1,2025-09-11 10:29:00,2025-09-11 10:29:59
183.78,183.84,183.84,183.78,19481.24,106,2025-09-11 10:30:00,2025-09-11 10:30:59
183.78,183.82,183.84,183.78,9007.279999999999,49,2025-09-11 10:31:00,2025-09-11 10:31:59
183.82,183.82,183.82,183.82,1470.56,8,2025-09-11 10:32:00,2025-09-11 10:32:59
183.82,183.82,183.82,183.82,2205.84,12,2025-09-11 10:33:00,2025-09-11 10:33:59
183.82,183.78,183.82,183.78,133056.92,724,2025-09-11 10:34:00,2025-09-11 10:34:59
183.74,183.76,183.78,183.74,68904.48,375,2025-09-11 10:35:00,2025-09-11 10:35:59
183.78,183.72,183.78,183.72,38765.46,211,2025-09-11 10:36:00,2025-09-11 10:36:59
183.78,183.68,183.82,183.68,333854.68,1817,2025-09-11 10:37:00,2025-09-11 10:37:59
183.7,183.82,183.82,183.7,10108.539999999999,55,2025-09-11 10:38:00,2025-09-11 10:38:59
183.8,183.78,183.8,183.7,31051.54,169,2025-09-11 10:39:00,2025-09-11 10:39:59
183.72,183.78,183.8,183.66,282314.98000000004,1537,2025-09-11 10:40:00,2025-09-11 10:40:59
183.78,183.78,183.78,183.78,2756.7000000000003,15,2025-09-11 10:41:00,2025-09-11 10:41:59
183.78,183.66,183.78,183.66,4593.9,25,2025-09-11 10:42:00,2025-09-11 10:42:59
183.74,183.74,183.74,183.74,92604.95999999999,504,2025-09-11 10:43:00,2025-09-11 10:43:59
183.76,183.76,183.76,183.74,14700.279999999999,80,2025-09-11 10:44:00,2025-09-11 10:44:59
183.74,183.76,183.76,183.74,75522.8,411,2025-09-11 10:45:00,2025-09-11 10:45:59
183.74,183.74,183.74,183.74,551.22,3,2025-09-11 10:46:00,2025-09-11 10:46:59
183.74,183.74,183.74,183.66,6246.52,34,2025-09-11 10:48:00,2025-09-11 10:48:59
183.74,183.66,183.74,183.66,14331.4,78,2025-09-11 10:49:00,2025-09-11 10:49:59
183.66,183.74,183.74,183.62,74563.40000000001,406,2025-09-11 10:50:00,2025-09-11 10:50:59
183.62,183.7,183.7,183.62,8817.2,48,2025-09-11 10:51:00,2025-09-11 10:51:59
183.7,183.7,183.7,183.7,2939.2,16,2025-09-11 10:52:00,2025-09-11 10:52:59
183.62,183.72,183.72,183.62,200227.52,1090,2025-09-11 10:53:00,2025-09-11 10:53:59
183.7,183.7,183.7,183.7,367.4,2,2025-09-11 10:54:00,2025-09-11 10:54:59
183.7,183.7,183.7,183.7,11756.8,64,2025-09-11 10:55:00,2025-09-11 10:55:59
183.62,183.62,183.62,183.62,8630.14,47,2025-09-11 10:56:00,2025-09-11 10:56:59
183.62,183.68,183.7,183.62,11940.24,65,2025-09-11 10:57:00,2025-09-11 10:57:59
183.68,183.7,183.7,183.68,182777.59999999998,995,2025-09-11 10:58:00,2025-09-11 10:58:59
183.64,183.64,183.64,183.64,918.2,5,2025-09-11 10:59:00,2025-09-11 10:59:59
183.52,183.52,183.52,183.52,103321.76,563,2025-09-12 09:59:00,2025-09-12 09:59:59
183.52,183.46,183.72,183.34,484921.43999999994,2643,2025-09-12 10:00:00,2025-09-12 10:00:59
183.6,183.58,183.6,183.58,94360.2,514,2025-09-12 10:01:00,2025-09-12 10:01:59
183.58,183.6,183.74,183.58,323502.38,1762,2025-09-12 10:02:00,2025-09-12 10:02:59
183.64,183.64,183.64,183.64,5141.92,28,2025-09-12 10:03:00,2025-09-12 10:03:59
183.64,183.64,183.64,183.64,83005.28,452,2025-09-12 10:04:00,2025-09-12 10:04:59
183.64,183.64,183.64,183.64,734.56,4,2025-09-12 10:05:00,2025-09-12 10:05:59
183.64,183.6,183.64,183.6,144493.32000000004,787,2025-09-12 10:06:00,2025-09-12 10:06:59
183.6,183.6,183.6,183.6,367.2,2,2025-09-12 10:07:00,2025-09-12 10:07:59
183.6,183.6,183.6,183.6,103366.8,563,2025-09-12 10:09:00,2025-09-12 10:09:59
183.6,183.58,183.6,183.58,47181.22,257,2025-09-12 10:10:00,2025-09-12 10:10:59
183.6,183.6,183.6,183.6,104835.6,571,2025-09-12 10:11:00,2025-09-12 10:11:59
183.6,183.84,183.84,183.58,1594501.2799999998,8679,2025-09-12 10:12:00,2025-09-12 10:12:59
183.68,183.6,183.68,183.6,6979.44,38,2025-09-12 10:13:00,2025-09-12 10:13:59
183.8,183.86,183.86,183.64,1120163.6600000001,6093,2025-09-12 10:14:00,2025-09-12 10:14:59
183.84,183.68,183.84,183.64,168986.62,920,2025-09-12 10:15:00,2025-09-12 10:15:59
183.68,183.68,183.8,183.68,2940.08,16,2025-09-12 10:16:00,2025-09-12 10:16:59
183.66,183.76,183.76,183.66,114470.76000000001,623,2025-09-12 10:17:00,2025-09-12 10:17:59
183.76,183.78,183.78,183.76,39328.380000000005,214,2025-09-12 10:18:00,2025-09-12 10:18:59
183.66,183.66,183.76,183.66,13597.219999999998,74,2025-09-12 10:19:00,2025-09-12 10:19:59
183.78,183.76,183.78,183.76,2756.42,15,2025-09-12 10:20:00,2025-09-12 10:20:59
183.7,183.76,183.76,183.7,6431.54,35,2025-09-12 10:21:00,2025-09-12 10:21:59
183.66,183.66,183.66,183.66,1469.28,8,2025-09-12 10:22:00,2025-09-12 10:22:59
183.66,183.66,183.66,183.66,2020.26,11,2025-09-12 10:23:00,2025-09-12 10:23:59
183.76,183.78,183.78,183.76,52555.399999999994,286,2025-09-12 10:24:00,2025-09-12 10:24:59
183.76,183.78,183.78,183.76,50350.44,274,2025-09-12 10:25:00,2025-09-12 10:25:59
183.78,183.76,183.78,183.76,29037.04,158,2025-09-12 10:26:00,2025-09-12 10:26:59
183.78,183.78,183.78,183.78,74063.34,403,2025-09-12 10:27:00,2025-09-12 10:27:59
183.78,183.76,183.78,183.76,1470.22,8,2025-09-12 10:28:00,2025-09-12 10:28:59
183.76,183.76,183.76,183.76,411989.92,2242,2025-09-12 10:29:00,2025-09-12 10:29:59
183.76,183.76,183.76,183.76,12679.44,69,2025-09-12 10:30:00,2025-09-12 10:30:59
183.74,183.66,183.74,183.66,18925.14,103,2025-09-12 10:31:00,2025-09-12 10:31:59
183.66,183.62,183.74,183.62,78227.65999999999,426,2025-09-12 10:32:00,2025-09-12 10:32:59
183.74,183.62,183.74,183.62,70549.92,384,2025-09-12 10:33:00,2025-09-12 10:33:59
183.62,183.64,183.74,183.62,9737.9,53,2025-09-12 10:34:00,2025-09-12 10:34:59
183.74,183.72,183.74,183.64,24067.4,131,2025-09-12 10:35:00,2025-09-12 10:35:59
183.72,183.7,183.72,183.7,1102.28,6,2025-09-12 10:36:00,2025-09-12 10:36:59
183.72,183.74,183.74,183.72,34726.2,189,2025-09-12 10:37:00,2025-09-12 10:37:59
183.72,183.74,183.74,183.72,13596.580000000002,74,2025-09-12 10:38:00,2025-09-12 10:38:59
