open,close,high,low,value,volume,begin,end,end_time,time_diff
103.35,103.45,103.5,103.2,1936531.6499999997,18738,2023-03-29 11:00:00,2023-03-29 11:59:59,11:59:59,0 days 00:00:01
104.3,104.1,104.45,104.05,2255348.8000000003,21641,2023-03-30 11:00:00,2023-03-30 11:59:59,11:59:59,0 days 00:00:01
103.6,103.55,103.8,103.5,2060267.4000000001,19886,2023-03-31 11:00:00,2023-03-31 11:59:59,11:59:59,0 days 00:00:01
104.7,104.55,104.75,104.35,5007994.85,47897,2023-04-03 11:00:00,2023-04-03 11:59:59,11:59:59,0 days 00:00:01
105.95,105.7,106.05,105.55,3763122.9500000007,35549,2023-04-04 11:00:00,2023-04-04 11:59:59,11:59:59,0 days 00:00:01
104.95,104.8,105.15,104.75,3315633.4,31592,2023-04-05 11:00:00,2023-04-05 11:59:59,11:59:59,0 days 00:00:01
106.15,106.0,106.3,106.0,2508350.4500000007,23625,2023-04-06 11:00:00,2023-04-06 11:59:59,11:59:59,0 days 00:00:01
105.8,105.7,105.95,105.55,2069649.8999999997,19557,2023-04-07 11:00:00,2023-04-07 11:59:59,11:59:59,0 days 00:00:01
107.0,107.2,107.2,106.85,3094113.3,28916,2023-04-10 11:00:00,2023-04-10 11:59:59,11:59:59,0 days 00:00:01
108.2,108.3,108.35,107.7,2897989.1,26834,2023-04-11 11:00:00,2023-04-11 11:59:59,11:59:59,0 days 00:00:01
106.95,106.85,107.05,106.6,1422226.0500000003,13313,2023-04-12 11:00:00,2023-04-12 11:59:59,11:59:59,0 days 00:00:01
107.3,107.1,107.45,106.95,1877553.2000000002,17528,2023-04-13 11:00:00,2023-04-13 11:59:59,11:59:59,0 days 00:00:01
107.1,107.0,107.2,106.85,2088175.6,19520,2023-04-14 11:00:00,2023-04-14 11:59:59,11:59:59,0 days 00:00:01
108.95,108.95,109.2,108.9,2787238.3,25561,2023-04-17 11:00:00,2023-04-17 11:59:59,11:59:59,0 days 00:00:01
110.1,110.1,110.45,110.05,2910827.349999999,26405,2023-04-18 11:00:00,2023-04-18 11:59:59,11:59:59,0 days 00:00:01
110.9,110.75,111.1,110.7,2063121.7999999996,18604,2023-04-19 11:00:00,2023-04-19 11:59:59,11:59:59,0 days 00:00:01
109.45,108.7,109.65,108.35,6461488.55,59190,2023-04-20 11:00:00,2023-04-20 11:59:59,11:59:59,0 days 00:00:01
111.2,111.6,111.65,111.15,7192944.450000002,64597,2023-04-21 11:00:00,2023-04-21 11:59:59,11:59:59,0 days 00:00:01
111.85,111.8,111.9,111.5,2063321.9000000006,18475,2023-04-24 11:00:00,2023-04-24 11:59:59,11:59:59,0 days 00:00:01
111.1,111.3,111.4,110.9,1902571.05,17105,2023-04-25 11:00:00,2023-04-25 11:59:59,11:59:59,0 days 00:00:01
111.1,111.2,111.2,110.95,1211967.7999999998,10914,2023-04-26 11:00:00,2023-04-26 11:59:59,11:59:59,0 days 00:00:01
111.1,111.15,111.2,110.85,2462603.75,22182,2023-04-27 11:00:00,2023-04-27 11:59:59,11:59:59,0 days 00:00:01
112.05,111.75,112.15,111.55,2044537.25,18291,2023-04-28 11:00:00,2023-04-28 11:59:59,11:59:59,0 days 00:00:01
111.05,110.95,111.2,110.45,7473236.65,67276,2023-05-02 11:00:00,2023-05-02 11:59:59,11:59:59,0 days 00:00:01
108.75,108.65,108.75,108.15,3691466.0500000003,34063,2023-05-03 11:00:00,2023-05-03 11:59:59,11:59:59,0 days 00:00:01
107.35,107.4,107.9,107.3,1974633.2000000007,18362,2023-05-04 11:00:00,2023-05-04 11:59:59,11:59:59,0 days 00:00:01
108.25,107.95,108.3,107.7,1329886.7499999998,12324,2023-05-05 11:00:00,2023-05-05 11:59:02,11:59:02,0 days 00:00:58
107.05,107.15,107.2,107.0,1299479.4000000004,12134,2023-05-08 11:00:00,2023-05-08 11:59:59,11:59:59,0 days 00:00:01
109.0,109.05,109.25,108.95,2212149.2,20275,2023-05-10 11:00:00,2023-05-10 11:59:07,11:59:07,0 days 00:00:53
112.1,112.45,112.6,112.0,25496181.30000001,227168,2023-05-11 11:00:00,2023-05-11 11:59:59,11:59:59,0 days 00:00:01
110.95,110.65,111.0,110.35,7202531.799999999,65004,2023-05-12 11:00:00,2023-05-12 11:59:59,11:59:59,0 days 00:00:01
111.65,111.75,112.0,111.6,3747411.6,33508,2023-05-15 11:00:00,2023-05-15 11:59:59,11:59:59,0 days 00:00:01
113.6,113.7,113.95,113.5,4833679.75,42472,2023-05-16 11:00:00,2023-05-16 11:59:59,11:59:59,0 days 00:00:01
113.3,113.4,113.4,113.0,1703146.3499999999,15040,2023-05-17 11:00:00,2023-05-17 11:59:59,11:59:59,0 days 00:00:01
114.3,114.35,114.5,114.15,2575295.9999999995,22526,2023-05-18 11:00:00,2023-05-18 11:59:59,11:59:59,0 days 00:00:01
112.8,113.05,113.05,112.4,4407889.6,39115,2023-05-19 11:00:00,2023-05-19 11:59:59,11:59:59,0 days 00:00:01
114.0,114.05,114.15,113.8,3902478.900000001,34204,2023-05-22 11:00:00,2023-05-22 11:59:59,11:59:59,0 days 00:00:01
113.35,113.0,113.55,113.0,4101282.0,36202,2023-05-23 11:00:00,2023-05-23 11:59:59,11:59:59,0 days 00:00:01
113.8,113.55,113.9,113.3,1854453.2999999996,16329,2023-05-24 11:00:00,2023-05-24 11:59:59,11:59:59,0 days 00:00:01
114.45,113.8,114.55,113.65,1119519.5500000003,9806,2023-05-25 11:00:00,2023-05-25 11:59:59,11:59:59,0 days 00:00:01
114.6,114.5,114.65,114.4,2145391.2999999993,18739,2023-05-26 11:00:00,2023-05-26 11:59:59,11:59:59,0 days 00:00:01
116.45,116.7,116.7,116.4,3734165.9500000007,32028,2023-05-29 11:00:00,2023-05-29 11:59:59,11:59:59,0 days 00:00:01
117.8,117.8,118.0,117.65,2175174.0000000005,18460,2023-05-30 11:00:00,2023-05-30 11:59:59,11:59:59,0 days 00:00:01
115.7,116.05,116.15,115.5,3412527.9,29459,2023-05-31 11:00:00,2023-05-31 11:59:59,11:59:59,0 days 00:00:01
117.2,117.5,117.65,117.1,3483947.8000000003,29661,2023-06-01 11:00:00,2023-06-01 11:59:59,11:59:59,0 days 00:00:01
117.45,117.95,117.95,117.4,4348148.649999999,36978,2023-06-02 11:00:00,2023-06-02 11:59:59,11:59:59,0 days 00:00:01
119.05,119.45,119.5,119.0,4887348.100000001,40952,2023-06-05 11:00:00,2023-06-05 11:59:59,11:59:59,0 days 00:00:01
115.5,116.0,116.35,115.45,8075164.599999999,69623,2023-06-06 11:00:00,2023-06-06 11:59:59,11:59:59,0 days 00:00:01
117.6,118.1,118.1,117.5,6834686.4,57949,2023-06-07 11:00:00,2023-06-07 11:59:59,11:59:59,0 days 00:00:01
117.7,117.65,117.85,117.45,2782721.3000000007,23663,2023-06-08 11:00:00,2023-06-08 11:59:59,11:59:59,0 days 00:00:01
118.8,118.7,118.8,118.35,1749572.3499999994,14758,2023-06-09 11:00:00,2023-06-09 11:59:59,11:59:59,0 days 00:00:01
119.45,119.85,119.9,119.45,3048664.150000001,25451,2023-06-13 11:00:00,2023-06-13 11:59:59,11:59:59,0 days 00:00:01
121.7,120.9,121.8,120.9,7193581.500000001,59350,2023-06-14 11:00:00,2023-06-14 11:59:59,11:59:59,0 days 00:00:01
121.5,121.35,121.7,121.25,2849233.85,23450,2023-06-15 11:00:00,2023-06-15 11:59:59,11:59:59,0 days 00:00:01
122.1,122.25,122.4,121.55,9860255.150000002,80808,2023-06-16 11:00:00,2023-06-16 11:59:59,11:59:59,0 days 00:00:01
122.0,122.0,122.1,121.85,3232408.1499999994,26501,2023-06-19 11:00:00,2023-06-19 11:59:59,11:59:59,0 days 00:00:01
121.9,122.1,122.35,121.7,1913275.8999999997,15668,2023-06-20 11:00:00,2023-06-20 11:59:59,11:59:59,0 days 00:00:01
121.75,122.2,122.35,121.65,4022156.65,32958,2023-06-21 11:00:00,2023-06-21 11:59:59,11:59:59,0 days 00:00:01
122.3,122.55,122.55,122.1,4112684.6499999994,33631,2023-06-22 11:00:00,2023-06-22 11:59:59,11:59:59,0 days 00:00:01
120.85,121.25,121.3,120.65,3002622.8000000003,24835,2023-06-23 11:00:00,2023-06-23 11:59:59,11:59:59,0 days 00:00:01
119.5,119.9,120.55,119.3,5692417.8,47411,2023-06-26 11:00:00,2023-06-26 11:59:59,11:59:59,0 days 00:00:01
119.75,120.65,120.8,119.6,3371770.5000000005,28028,2023-06-27 11:00:00,2023-06-27 11:59:59,11:59:59,0 days 00:00:01
121.4,120.65,121.45,120.65,2474343.1,20447,2023-06-28 11:00:00,2023-06-28 11:59:59,11:59:59,0 days 00:00:01
121.75,121.8,121.95,121.6,6479388.800000002,53232,2023-06-29 11:00:00,2023-06-29 11:59:59,11:59:59,0 days 00:00:01
121.45,121.2,121.55,121.15,2374339.55,19577,2023-06-30 11:00:00,2023-06-30 11:59:59,11:59:59,0 days 00:00:01
121.75,121.7,121.75,121.5,4486430.0,36892,2023-07-03 11:00:00,2023-07-03 11:59:59,11:59:59,0 days 00:00:01
121.35,121.4,121.55,121.2,1413953.4999999998,11644,2023-07-04 11:00:00,2023-07-04 11:59:59,11:59:59,0 days 00:00:01
122.3,122.45,122.5,122.2,2493221.15,20379,2023-07-05 11:00:00,2023-07-05 11:59:59,11:59:59,0 days 00:00:01
123.3,123.3,123.4,123.2,4161074.6000000006,33735,2023-07-06 11:00:00,2023-07-06 11:59:59,11:59:59,0 days 00:00:01
123.05,122.8,123.05,122.7,3193515.0,25986,2023-07-07 11:00:00,2023-07-07 11:59:59,11:59:59,0 days 00:00:01
124.9,124.95,124.95,124.7,3276410.15,26249,2023-07-10 11:00:00,2023-07-10 11:59:59,11:59:59,0 days 00:00:01
125.4,125.2,125.5,124.95,4085802.249999999,32634,2023-07-11 11:00:00,2023-07-11 11:59:59,11:59:59,0 days 00:00:01
125.95,126.05,126.1,125.75,3086575.9000000004,24517,2023-07-12 11:00:00,2023-07-12 11:59:59,11:59:59,0 days 00:00:01
126.55,126.7,126.75,126.15,3548472.5500000007,28068,2023-07-13 11:00:00,2023-07-13 11:59:59,11:59:59,0 days 00:00:01
126.0,126.45,126.5,125.9,2671980.250000001,21166,2023-07-14 11:00:00,2023-07-14 11:59:59,11:59:59,0 days 00:00:01
127.2,127.3,127.35,127.05,5581428.999999999,43888,2023-07-17 11:00:00,2023-07-17 11:59:59,11:59:59,0 days 00:00:01
128.5,128.85,128.95,128.4,3390182.450000002,26349,2023-07-18 11:00:00,2023-07-18 11:59:59,11:59:59,0 days 00:00:01
129.6,129.6,129.6,128.8,8143166.850000001,62999,2023-07-19 11:00:00,2023-07-19 11:59:59,11:59:59,0 days 00:00:01
128.55,127.85,128.65,127.7,6014814.499999999,46997,2023-07-20 11:00:00,2023-07-20 11:59:59,11:59:59,0 days 00:00:01
127.4,127.45,127.7,127.15,3119376.950000001,24481,2023-07-21 11:00:00,2023-07-21 11:59:59,11:59:59,0 days 00:00:01
129.15,129.0,129.3,129.0,3122359.7499999986,24181,2023-07-24 11:00:00,2023-07-24 11:59:59,11:59:59,0 days 00:00:01
129.7,129.6,129.75,129.5,3765575.3499999996,29049,2023-07-25 11:00:00,2023-07-25 11:59:59,11:59:59,0 days 00:00:01
130.1,130.05,130.1,129.4,8681768.550000003,66869,2023-07-26 11:00:00,2023-07-26 11:59:59,11:59:59,0 days 00:00:01
130.9,131.1,131.2,130.8,4800401.399999999,36646,2023-07-27 11:00:00,2023-07-27 11:59:59,11:59:59,0 days 00:00:01
130.55,130.55,130.65,130.25,2460988.1999999997,18869,2023-07-28 11:00:00,2023-07-28 11:59:59,11:59:59,0 days 00:00:01
133.2,133.2,133.25,132.9,5614474.4,42187,2023-07-31 11:00:00,2023-07-31 11:59:59,11:59:59,0 days 00:00:01
133.9,134.7,134.7,133.8,13881190.450000003,103503,2023-08-01 11:00:00,2023-08-01 11:59:59,11:59:59,0 days 00:00:01
135.25,135.7,135.9,135.1,6787387.95,50043,2023-08-02 11:00:00,2023-08-02 11:59:59,11:59:59,0 days 00:00:01
135.45,135.95,136.15,135.4,19669411.600000005,144765,2023-08-03 11:00:00,2023-08-03 11:59:59,11:59:59,0 days 00:00:01
138.7,139.0,139.0,138.5,5641986.699999998,40637,2023-08-04 11:00:00,2023-08-04 11:59:59,11:59:59,0 days 00:00:01
137.2,137.75,137.9,137.0,6963936.849999999,50648,2023-08-07 11:00:00,2023-08-07 11:59:59,11:59:59,0 days 00:00:01
133.05,133.3,133.3,132.2,7915892.450000001,59682,2023-08-08 11:00:00,2023-08-08 11:59:59,11:59:59,0 days 00:00:01
135.75,135.85,136.1,135.75,2543389.6999999997,18709,2023-08-09 11:00:00,2023-08-09 11:59:59,11:59:59,0 days 00:00:01
136.35,136.95,137.05,136.3,3029357.250000001,22140,2023-08-10 11:00:00,2023-08-10 11:59:59,11:59:59,0 days 00:00:01
138.0,137.15,138.4,137.15,23146158.349999998,167620,2023-08-11 11:00:00,2023-08-11 11:59:59,11:59:59,0 days 00:00:01
140.35,140.3,140.45,139.95,8424518.5,60105,2023-08-14 11:00:00,2023-08-14 11:59:59,11:59:59,0 days 00:00:01
137.9,137.0,138.0,136.3,21505185.149999995,157231,2023-08-15 11:00:00,2023-08-15 11:59:59,11:59:59,0 days 00:00:01
135.1,134.0,135.1,134.0,8640757.749999998,64364,2023-08-16 11:00:00,2023-08-16 11:59:59,11:59:59,0 days 00:00:01
134.2,134.3,134.7,133.8,2441056.9999999995,18184,2023-08-17 11:00:00,2023-08-17 11:59:59,11:59:59,0 days 00:00:01
134.15,134.25,134.4,133.35,8682448.499999998,64941,2023-08-18 11:00:00,2023-08-18 11:59:59,11:59:59,0 days 00:00:01
137.1,136.7,137.15,136.2,8373867.250000002,61243,2023-08-21 11:00:00,2023-08-21 11:59:59,11:59:59,0 days 00:00:01
137.0,136.95,137.25,136.85,3941423.95,28758,2023-08-22 11:00:00,2023-08-22 11:59:59,11:59:59,0 days 00:00:01
138.35,137.6,138.6,137.1,8495049.049999997,61581,2023-08-23 11:00:00,2023-08-23 11:59:59,11:59:59,0 days 00:00:01
136.25,136.5,136.55,136.1,2531179.9499999997,18563,2023-08-24 11:00:00,2023-08-24 11:59:59,11:59:59,0 days 00:00:01
137.05,136.9,137.2,136.55,2869658.9500000007,20960,2023-08-25 11:00:00,2023-08-25 11:59:59,11:59:59,0 days 00:00:01
138.45,138.7,138.95,138.45,6878495.3,49577,2023-08-28 11:00:00,2023-08-28 11:59:59,11:59:59,0 days 00:00:01
140.0,139.9,140.1,139.45,5372880.449999998,38450,2023-08-29 11:00:00,2023-08-29 11:59:59,11:59:59,0 days 00:00:01
140.55,140.1,140.7,140.0,3861600.1000000006,27543,2023-08-30 11:00:00,2023-08-30 11:59:59,11:59:59,0 days 00:00:01
141.0,140.75,141.0,140.7,3833982.1500000004,27218,2023-08-31 11:00:00,2023-08-31 11:59:59,11:59:59,0 days 00:00:01
140.95,140.8,140.95,140.6,2364455.05,16795,2023-09-01 11:00:00,2023-09-01 11:59:59,11:59:59,0 days 00:00:01
141.85,141.95,142.0,141.45,9372292.849999998,66115,2023-09-04 11:00:00,2023-09-04 11:59:59,11:59:59,0 days 00:00:01
143.25,143.4,143.45,143.05,5222137.8500000015,36448,2023-09-05 11:00:00,2023-09-05 11:59:59,11:59:59,0 days 00:00:01
141.9,142.0,142.15,141.75,3221351.9,22690,2023-09-06 11:00:00,2023-09-06 11:59:59,11:59:59,0 days 00:00:01
142.25,142.05,142.35,141.9,8555495.750000002,60220,2023-09-07 11:00:00,2023-09-07 11:59:59,11:59:59,0 days 00:00:01
136.45,137.15,137.4,136.15,6462993.900000001,47317,2023-09-08 11:00:00,2023-09-08 11:59:59,11:59:59,0 days 00:00:01
137.45,136.85,137.5,136.55,4026752.650000001,29363,2023-09-11 11:00:00,2023-09-11 11:59:59,11:59:59,0 days 00:00:01
137.5,137.75,137.85,137.3,4197270.9,30495,2023-09-12 11:00:00,2023-09-12 11:59:59,11:59:59,0 days 00:00:01
138.85,138.15,139.1,137.95,5547605.65,40091,2023-09-13 11:00:00,2023-09-13 11:59:59,11:59:59,0 days 00:00:01
136.4,135.65,136.4,135.6,2906766.649999999,21384,2023-09-14 11:00:00,2023-09-14 11:59:59,11:59:59,0 days 00:00:01
136.5,136.25,136.85,136.25,929703.25,6807,2023-09-15 11:00:00,2023-09-15 11:59:59,11:59:59,0 days 00:00:01
138.4,137.95,138.8,137.75,3156907.1000000006,22808,2023-09-18 11:00:00,2023-09-18 11:59:59,11:59:59,0 days 00:00:01
136.6,135.85,136.6,135.5,6508700.500000001,47923,2023-09-19 11:00:00,2023-09-19 11:59:07,11:59:07,0 days 00:00:53
132.5,133.35,133.35,131.5,7572538.299999999,57355,2023-09-20 11:00:00,2023-09-20 11:59:59,11:59:59,0 days 00:00:01
132.85,132.7,132.95,132.3,4924063.300000001,37161,2023-09-21 11:00:00,2023-09-21 11:59:59,11:59:59,0 days 00:00:01
132.25,131.8,132.3,131.55,2464326.9000000004,18663,2023-09-22 11:00:00,2023-09-22 11:59:12,11:59:12,0 days 00:00:48
132.45,132.85,133.05,132.3,2225849.5,16775,2023-09-25 11:00:00,2023-09-25 11:59:59,11:59:59,0 days 00:00:01
132.15,131.2,132.15,131.1,4520502.35,34359,2023-09-26 11:00:00,2023-09-26 11:59:59,11:59:59,0 days 00:00:01
133.9,134.0,134.2,133.75,2618162.1500000004,19543,2023-09-27 11:00:00,2023-09-27 11:59:59,11:59:59,0 days 00:00:01
135.15,134.7,135.15,134.7,8243006.85,61126,2023-09-28 11:00:00,2023-09-28 11:59:59,11:59:59,0 days 00:00:01
136.15,136.35,136.6,135.95,4025366.8499999996,29538,2023-09-29 11:00:00,2023-09-29 11:59:59,11:59:59,0 days 00:00:01
137.45,137.5,137.7,137.15,2038867.2500000005,14837,2023-10-02 11:00:00,2023-10-02 11:59:59,11:59:59,0 days 00:00:01
135.7,136.2,136.4,135.7,3632480.4000000004,26687,2023-10-03 11:00:00,2023-10-03 11:59:59,11:59:59,0 days 00:00:01
137.45,137.05,137.5,136.75,4888443.2,35616,2023-10-04 11:00:00,2023-10-04 11:59:59,11:59:59,0 days 00:00:01
136.55,136.55,136.9,136.3,2587584.2,18944,2023-10-05 11:00:00,2023-10-05 11:59:59,11:59:59,0 days 00:00:01
137.4,137.1,137.4,136.65,1639214.7499999998,11950,2023-10-06 11:00:00,2023-10-06 11:59:59,11:59:59,0 days 00:00:01
138.75,138.7,138.85,138.5,5792293.35,41762,2023-10-09 11:00:00,2023-10-09 11:59:59,11:59:59,0 days 00:00:01
139.25,139.05,139.25,138.8,2311381.3,16623,2023-10-10 11:00:00,2023-10-10 11:59:59,11:59:59,0 days 00:00:01
138.85,139.2,139.3,138.7,5889328.75,42389,2023-10-11 11:00:00,2023-10-11 11:59:59,11:59:59,0 days 00:00:01
138.9,139.35,139.4,138.8,2682592.799999999,19293,2023-10-12 11:00:00,2023-10-12 11:59:59,11:59:59,0 days 00:00:01
139.45,139.2,139.55,139.15,3422078.3499999996,24559,2023-10-13 11:00:00,2023-10-13 11:59:59,11:59:59,0 days 00:00:01
140.85,141.3,141.35,140.85,1974079.1,13987,2023-10-16 11:00:00,2023-10-16 11:59:59,11:59:59,0 days 00:00:01
141.9,142.3,142.35,141.7,3197742.0500000003,22515,2023-10-17 11:00:00,2023-10-17 11:59:59,11:59:59,0 days 00:00:01
142.6,142.35,142.7,142.25,3310487.65,23241,2023-10-18 11:00:00,2023-10-18 11:59:59,11:59:59,0 days 00:00:01
142.05,141.95,142.05,141.65,4915778.1,34646,2023-10-19 11:00:00,2023-10-19 11:59:59,11:59:59,0 days 00:00:01
142.55,142.4,142.6,142.3,2989163.2000000007,20982,2023-10-20 11:00:00,2023-10-20 11:59:59,11:59:59,0 days 00:00:01
143.3,143.05,143.7,142.95,6044433.750000002,42175,2023-10-23 11:00:00,2023-10-23 11:59:59,11:59:59,0 days 00:00:01
142.7,143.0,143.0,142.5,5719061.550000001,40091,2023-10-24 11:00:00,2023-10-24 11:59:59,11:59:59,0 days 00:00:01
142.4,142.7,142.75,142.35,4226678.750000001,29653,2023-10-25 11:00:00,2023-10-25 11:59:59,11:59:59,0 days 00:00:01
143.45,143.55,143.8,143.35,7707979.850000001,53711,2023-10-26 11:00:00,2023-10-26 11:59:59,11:59:59,0 days 00:00:01
141.65,141.6,141.9,141.55,2088384.9000000013,14734,2023-10-27 11:00:00,2023-10-27 11:59:59,11:59:59,0 days 00:00:01
141.6,141.85,142.0,141.55,2785414.8,19648,2023-10-30 11:00:00,2023-10-30 11:59:59,11:59:59,0 days 00:00:01
140.45,139.85,140.5,139.75,6120711.049999997,43675,2023-10-31 11:00:00,2023-10-31 11:59:59,11:59:59,0 days 00:00:01
139.55,139.8,140.0,139.35,4571510.3,32748,2023-11-01 11:00:00,2023-11-01 11:59:59,11:59:59,0 days 00:00:01
141.05,140.8,141.15,140.6,7218414.199999991,51229,2023-11-02 11:00:00,2023-11-02 11:59:59,11:59:59,0 days 00:00:01
140.3,139.8,140.35,139.5,5336283.85,38138,2023-11-03 11:00:00,2023-11-03 11:59:59,11:59:59,0 days 00:00:01
141.15,141.35,141.5,141.05,2036580.299999999,14417,2023-11-06 11:00:00,2023-11-06 11:59:59,11:59:59,0 days 00:00:01
142.1,142.2,142.25,142.0,2320429.1,16323,2023-11-07 11:00:00,2023-11-07 11:59:59,11:59:59,0 days 00:00:01
141.85,142.7,142.75,141.85,5794543.05,40685,2023-11-08 11:00:00,2023-11-08 11:59:59,11:59:59,0 days 00:00:01
141.85,141.55,141.95,141.4,5369029.749999998,37882,2023-11-09 11:00:00,2023-11-09 11:59:59,11:59:59,0 days 00:00:01
141.75,141.8,141.85,141.65,1273780.6500000001,8986,2023-11-10 11:00:00,2023-11-10 11:59:59,11:59:59,0 days 00:00:01
142.5,142.65,142.7,142.4,3373577.4500000067,23664,2023-11-13 11:00:00,2023-11-13 11:59:59,11:59:59,0 days 00:00:01
141.65,141.85,141.85,141.55,10511521.600000001,74160,2023-11-14 11:00:00,2023-11-14 11:59:59,11:59:59,0 days 00:00:01
140.0,140.15,140.3,140.0,2484594.3499999996,17731,2023-11-15 11:00:00,2023-11-15 11:59:59,11:59:59,0 days 00:00:01
140.75,140.75,141.05,140.45,4494117.299999999,31914,2023-11-16 11:00:00,2023-11-16 11:59:59,11:59:59,0 days 00:00:01
139.4,138.6,139.5,138.1,30745135.349999998,222200,2023-11-17 11:00:00,2023-11-17 11:59:59,11:59:59,0 days 00:00:01
140.3,140.5,140.7,140.1,4386120.75,31228,2023-11-20 11:00:00,2023-11-20 11:59:59,11:59:59,0 days 00:00:01
140.25,140.2,140.5,140.0,1962904.7999999996,13996,2023-11-21 11:00:00,2023-11-21 11:59:59,11:59:59,0 days 00:00:01
141.75,141.6,141.75,141.3,2255844.9499999993,15942,2023-11-22 11:00:00,2023-11-22 11:59:59,11:59:59,0 days 00:00:01
141.35,141.1,141.4,140.75,6428284.9500000095,45552,2023-11-23 11:00:00,2023-11-23 11:59:59,11:59:59,0 days 00:00:01
141.25,141.3,141.35,141.1,1518834.2499999998,10752,2023-11-24 11:00:00,2023-11-24 11:59:59,11:59:59,0 days 00:00:01
140.9,141.1,141.2,140.8,2130202.25,15110,2023-11-27 11:00:00,2023-11-27 11:59:59,11:59:59,0 days 00:00:01
139.05,139.35,139.55,138.9,2797288.0499999993,20082,2023-11-28 11:00:00,2023-11-28 11:59:59,11:59:59,0 days 00:00:01
